sub,p,o
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,"kerkgebouw in Carcheto-Brustico, Frankrijk"
http://www.wikidata.org/entity/Q3585133,http://www.w3.org/2000/01/rdf-schema#label,Église Sainte-Marguerite de Carcheto-Brustico
http://www.wikidata.org/entity/Q3585133,http://www.w3.org/2000/01/rdf-schema#label,église Sainte-Marguerite de Carcheto-Brustico
http://www.wikidata.org/entity/Q3585133,http://www.w3.org/2000/01/rdf-schema#label,Igreja de Santa Margarida de Carcheto-Brustico
http://www.wikidata.org/entity/Q3585133,http://www.w3.org/2004/02/skos/core#altLabel,Eglise Sainte-Marguerite de Carcheto-Brustico
http://www.wikidata.org/entity/Q3585133,http://wikiba.se/ontology#statements,11
http://www.wikidata.org/entity/Q3585133,http://wikiba.se/ontology#sitelinks,4
http://www.wikidata.org/entity/Q3585133,http://wikiba.se/ontology#identifiers,4
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Church%20Carcheto.jpg
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16970
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q640428
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/q3585133-6D8CD259-797A-405F-92AE-7C63E5733F9E
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q3585133-429F8ADD-6FCD-4F46-A5DC-92C2EB477753
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q3585133-BE1D5114-3A75-4107-9D60-A5D417E747B1
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q3585133-ABA05BAD-B0A4-47A0-815C-A2642128922E
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P373,Église Sainte-Marguerite de Carcheto-Brustico
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P380,IA2B000769
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P380,PA00099178
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P625,Point(9.36776 42.3667)
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P646,/m/0hgkzq1
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct/P3963,2B/accueil_2B063_1
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/0hgkzq1
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q3585133-CABF5309-263A-4580-9812-0F3CC976E765
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q3585133-10DF66E8-2951-477D-9659-14BCD7778F02
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q3585133-C6900796-E2AA-4493-BC41-6E54D1B1F235
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q3585133-c033233f-3c25-4235-a223-1ed08e7ab67e
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q3585133-5EDDB7EF-E4F5-4E29-9E51-C9E7A818669E
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q3585133-B3B10396-BB3E-4B52-88D1-62FF4622013B
http://www.wikidata.org/entity/Q3585133,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q3585133-21F92D71-B903-44C9-8F49-6C990085716E
http://www.wikidata.org/entity/Q3585162,http://schema.org/version,1322759201
http://www.wikidata.org/entity/Q3585162,http://schema.org/dateModified,2020-12-14T10:36:16Z
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,كنيسة في فرنسا
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,եկեղեցի Ֆրանսիայում
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,igreja em França
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,"Kirchengebäude in Bonifacio, Frankreich"
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,"church located in Corse-du-Sud, in France"
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,"iglesia situada en Córcega del Sur, en Francia"
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,"église située en Corse-du-Sud, en France"
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,edificio religioso di Bonifacio
http://www.wikidata.org/entity/Q3585162,http://schema.org/description,"kerkgebouw in Bonifacio, Frankrijk"
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2000/01/rdf-schema#label,chiesa di Santa Maria Maggiore
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2000/01/rdf-schema#label,Église Sainte-Marie-Majeure de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2000/01/rdf-schema#label,église Sainte-Marie-Majeure de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2000/01/rdf-schema#label,Église Sainte-Marie-Majeure de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2000/01/rdf-schema#label,Igreja de Santa Maria Maior de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2004/02/skos/core#altLabel,Eglise Sainte-Marie-Majeure de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://www.w3.org/2004/02/skos/core#altLabel,église Sainte-Marie de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://wikiba.se/ontology#statements,17
http://www.wikidata.org/entity/Q3585162,http://wikiba.se/ontology#sitelinks,5
http://www.wikidata.org/entity/Q3585162,http://wikiba.se/ontology#identifiers,5
http://www.wikidata.org/entity/Q7826824,http://schema.org/version,1440288333
http://www.wikidata.org/entity/Q7826824,http://schema.org/dateModified,2021-06-12T22:00:48Z
http://www.wikidata.org/entity/Q7826824,http://schema.org/description,tŵr Genoa yng Nghorsica
http://www.wikidata.org/entity/Q7826824,http://schema.org/description,tour génoise à Ogliastro (Haute-Corse)
http://www.wikidata.org/entity/Q7826824,http://www.w3.org/2000/01/rdf-schema#label,Torra d'Albu
http://www.wikidata.org/entity/Q7826824,http://www.w3.org/2000/01/rdf-schema#label,Torra d'Albu
http://www.wikidata.org/entity/Q7826824,http://www.w3.org/2000/01/rdf-schema#label,Torra d'Albu
http://www.wikidata.org/entity/Q7826824,http://www.w3.org/2000/01/rdf-schema#label,tour d'Albo
http://www.wikidata.org/entity/Q7826824,http://www.w3.org/2004/02/skos/core#altLabel,tour d'Albo
http://www.wikidata.org/entity/Q7826824,http://www.w3.org/2004/02/skos/core#altLabel,tŵr Albu
http://www.wikidata.org/entity/Q7826824,http://wikiba.se/ontology#statements,12
http://www.wikidata.org/entity/Q7826824,http://wikiba.se/ontology#sitelinks,5
http://www.wikidata.org/entity/Q7826824,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q7826824,http://wikiba.se/ontology#timestamp,2021-06-12T22:00:52Z
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Corse%2C%20Ogliastro%2C%20Tour%20d%27Albo.jpg
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1502700
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q1111250
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q7826824-5F99D577-35EE-4C78-9054-E7D2100E9A68
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q7826824-30fd9fd3-4344-e508-9425-7486e1a5e6cd
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q7826824-E1C756F7-06DC-4959-A4E6-411F32223B8E
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q7826824-17a25717-44c4-ffbd-15d9-4aede333d14f
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P373,Tour d'Albo
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P380,PA00099284
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P625,Point(9.33389 42.8081)
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P646,/m/0522d83
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P706,http://www.wikidata.org/entity/Q14112
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P3415,http://www.wikidata.org/entity/Q7017
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct/P6375,Marine d'Albo
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/0522d83
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q7826824-56acf366-43f2-5b91-52b8-3e1830d4373b
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q7826824-46dac9f8-4744-c7c1-8cfc-3648bfc4fbd6
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q7826824-2f0a2cb7-ddb1-4112-97b7-cd7081db88a8
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q7826824-6FDD6583-202E-4B1A-A259-12E1A73C6C1A
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P706,http://www.wikidata.org/entity/statement/Q7826824-2E3BECD8-1C1D-41C5-8AF7-7A41B9ECF653
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q7826824-D3230FC7-D386-43E8-A8F1-48BC9D1C57FF
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P3415,http://www.wikidata.org/entity/statement/Q7826824-95a5685b-4c20-b42e-d86f-d90f438d34aa
http://www.wikidata.org/entity/Q7826824,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q7826824-44841d0f-2857-4742-8355-c72a775df5bb
http://www.wikidata.org/entity/Q7826862,http://schema.org/version,1336468419
http://www.wikidata.org/entity/Q7826862,http://schema.org/dateModified,2021-01-07T09:19:32Z
http://www.wikidata.org/entity/Q7826862,http://schema.org/description,tour génoise à Galéria (Haute-Corse)
http://www.wikidata.org/entity/Q7826862,http://www.w3.org/2000/01/rdf-schema#label,Torra di Galeria
http://www.wikidata.org/entity/Q7826862,http://www.w3.org/2000/01/rdf-schema#label,Torra di Galeria
http://www.wikidata.org/entity/Q7826862,http://www.w3.org/2000/01/rdf-schema#label,Torra di Galeria
http://www.wikidata.org/entity/Q7826862,http://www.w3.org/2000/01/rdf-schema#label,torre de Galeria
http://www.wikidata.org/entity/Q7826862,http://www.w3.org/2000/01/rdf-schema#label,tour de Galéria
http://www.wikidata.org/entity/Q7826862,http://www.w3.org/2000/01/rdf-schema#label,Torra di Galeria
http://www.wikidata.org/entity/Q7826862,http://wikiba.se/ontology#statements,10
http://www.wikidata.org/entity/Q7826862,http://wikiba.se/ontology#sitelinks,6
http://www.wikidata.org/entity/Q7826862,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Galeria-Tour.jpg
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1502700
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q1111296
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q7826862-190708A7-E705-442E-88CA-EB3F60CB3328
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q7826862-9DEEA15C-449D-4D6E-824B-322B6DD090F4
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q7826862-34CD11B1-CBE1-43B7-840D-4A7FBF0C33EC
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q7826862-a567df45-4463-7e97-1acf-303a69707d18
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P373,Tour de Galéria
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P380,PA00132605
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P625,Point(8.6575 42.4186)
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P646,/m/051xhqr
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P706,http://www.wikidata.org/entity/Q14112
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/051xhqr
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q7826862-921c5c94-4ad7-bd99-7dc6-b20d123dc704
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q7826862-461a97ab-40b0-b6d2-01cf-05352df77f9d
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q7826862-7bfffcaa-5a7b-4b70-a324-c97c2529930a
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q7826862-92135779-F911-4385-8916-693BB1158223
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P706,http://www.wikidata.org/entity/statement/Q7826862-2D70DDA0-69CE-4167-99CA-4758AA5F3D9D
http://www.wikidata.org/entity/Q7826862,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q7826862-9ED4389A-848B-40F3-B000-0A351C2E227F
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q580499
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q202439
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q11982849-3E8ACFCE-37E6-4703-8094-D76424837C3B
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q11982849-928908D6-23F8-4FA7-BC3D-692EDD6C4F40
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q11982849-A0F99DD7-2C32-4E1E-9403-51D2F10070AA
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q11982849-DA367726-593F-4B8B-AD4E-ED5938D8E2F1
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q11982849-34DCAF8E-AED1-41EB-8399-6C6092F66EA1
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q202439
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P373,Oratoire Saint-Antoine
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P380,PA00099174
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P625,Point(8.7608 42.5679)
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P2671,/g/112yf8_vk
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P3963,2B/accueil_2B050c
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct/P6375,rue Saint-Antoine
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/direct-normalized/P2671,http://g.co/kg/g/112yf8_vk
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P276,http://www.wikidata.org/entity/statement/Q11982849-B4F19B2C-6D01-48DC-9BAC-548C0370F132
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q11982849-25FFC969-2006-457A-9C8E-EE0A5A294138
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q11982849-485463A3-5AF2-4040-BAE2-FB65892FBEC5
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q11982849-F015B81A-A869-4467-98CB-880F0AC5547D
http://www.wikidata.org/entity/Q11982849,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q11982849-CE510E96-D1E0-406C-B033-9D3F46B5BDBB
